Order_ID,Order_Date,Category,Product_Name,Quantity,Price,Sales,Region,Customer_Name,Payment_Method
AMZ100213,2024-02-03,Electronics,Wireless Earbuds,1.0,580.01,580.01,NORTH,Lakshmi Bhatt,Credit Card
AMZ103548,2023-11-02,Electronics,Action Camera,4.0,2733.25,10933.0, North,Nikhil Nair,Credit Card
AMZ105048,2023-01-04,Furniture,Bookshelf,3.0,7663.89,22991.67,south,Farhan Kapoor,UPI
AMZ102377,2024-09-15,Furniture,Study Table,8.0,12755.95,102047.6,EAST,Isha Kapoor,Debit Card
AMZ103742,2023-09-01,Furniture,Study Table,10.0,11736.18,117361.8, West,Neha Bose,Debit Card
AMZ104425,2024-11-28,Grocery & Gourmet,Cooking Oil 1L,8.0,556.91,4455.28,Central,Rahul Patel,Amazon Pay
AMZ105216,2023-07-07,Office Products,Whiteboard Marker Set,5.0,444.83,2224.15,South ,Ritu Menon,Amazon Pay
AMZ104761,2024-01-07,Toys & Games,Puzzle 1000pc,3.0,1880.88,5642.64,west,Pooja Kapoor,UPI
AMZ101529,2023-04-10,Clothing,Yoga Pants,10.0,1519.0,15190.0,west,Isha Kumar,Credit Card
AMZ103561,2024-01-06,Office Products,Printer Paper A4,10.0,913.14,9131.4,south,Divya Patel,Credit Card
AMZ103630,2023-11-27,Electronics,Action Camera,10.0,2054.58,20545.8,South ,Pooja Kumar,Cash on Delivery
AMZ100028,2023-03-28,Beauty & Personal Care,Trimmer,10.0,1703.81,17038.1,CENTRAL ,Manoj Verma,Amazon Pay
AMZ105063,2023-08-06,Toys & Games,Remote Control Car,7.0,263.96,1847.72,West,Sanjay Iyer,Credit Card
AMZ105085,2023-07-31,Home & Kitchen,Vacuum Cleaner,6.0,4298.52,25791.12,North,Ritu Menon,Credit Card
AMZ102016,2023-05-29,Books,Biography,8.0,707.48,5659.84,EAST,Priya Sharma,Cash on Delivery
AMZ105639,2023-02-03,Electronics,Wireless Mouse,9.0,5803.21,52228.89, North,Shreya Sharma,Amazon Pay
AMZ100887,2024-04-16,Clothing,Formal Shirt,6.0,1063.35,6380.1,North,Lakshmi Nair,Net Banking
AMZ105636,2024-02-25,Grocery & Gourmet,Basmati Rice 5kg,4.0,566.78,2267.12,central,,Cash on Delivery
AMZ104673,2023-04-12,Office Products,Printer Paper A4,10.0,756.71,7567.1,west,Zoya Kapoor,Debit Card
AMZ101719,2024-07-01,Toys & Games,Soft Toy,5.0,849.63,4248.15,south,Sneha Bose,Cash on Delivery
AMZ102819,2023-01-14,Toys & Games,Puzzle 1000pc,5.0,1117.85,5589.25,west,Rohan Chatterjee,Amazon Pay
AMZ102408,2023-09-09,Home & Kitchen,Electric Kettle,,3564.76,,West,Sanjay Joshi,Amazon Pay
AMZ101161,2024-04-15,Electronics,USB-C Cable,10.0,4996.83,49968.3,west,Aditya Rao,Cash on Delivery
AMZ103370,2024-11-02,Toys & Games,Board Game,3.0,745.05,2235.15,east,Vivek Iyer,UPI
AMZ102125,2024-10-31,Grocery & Gourmet,Cooking Oil 1L,10.0,861.78,8617.8,Central,Shreya Pillai,Credit Card
AMZ104646,2023-08-02,Books,Children's Story Book,6.0,843.85,5063.1,East,Rahul Singh,Credit Card
AMZ105071,2024-04-03,Books,Fiction Novel,7.0,619.64,4337.48,north,Divya Malhotra,Debit Card
AMZ102968,2023-06-16,Office Products,Desk Organizer,7.0,636.55,4455.85,South,Pooja Menon,Net Banking
AMZ103145,2024-09-21,Clothing,Denim Jacket,8.0,996.36,7970.88,east,Sneha Bose,UPI
AMZ105178,2023-01-26,Clothing,Yoga Pants,5.0,2378.62,11893.1, North,Priya Malhotra,UPI
AMZ101267,2024-01-12,Beauty & Personal Care,Lipstick Set,6.0,461.44,2768.64, West,Ritu Verma,Cash on Delivery
AMZ105405,2024-04-23,Toys & Games,Board Game,2.0,1915.43,3830.86,north,Sanjay Menon,Cash on Delivery
AMZ105280,2024-11-12,Beauty & Personal Care,Face Serum,8.0,380.05,3040.4,SOUTH,Divya Malhotra,Credit Card
AMZ100713,2023-01-24,Furniture,Bedside Table,5.0,10675.84,53379.2,South,Priya Gupta,Cash on Delivery
AMZ104728,2023-01-25,Office Products,Stapler,8.0,166.56,1332.48,EAST,Imran Sharma,Net Banking
AMZ103503,2024-02-14,Clothing,Women's Kurti,9.0,2023.61,18212.49,south,Isha Das,UPI
AMZ104165,2023-01-27,Grocery & Gourmet,Almonds 500g,8.0,769.18,6153.44,south,Pooja Gupta,Cash on Delivery
AMZ104482,2023-11-06,Books,Fiction Novel,8.0,683.66,5469.28,East,Deepak Gupta,Debit Card
AMZ104213,2023-10-04,Home & Kitchen,Bed Sheet Set,7.0,4974.93,34824.51,CENTRAL ,Suresh Gupta,Amazon Pay
AMZ101969,2024-11-06,Electronics,USB-C Cable,2.0,2863.58,5727.16,central,Rahul Das,Debit Card
AMZ100616,2023-05-29,Toys & Games,Soft Toy,3.0,1196.6,3589.8,EAST,Deepak Sharma,Amazon Pay
AMZ101587,2023-12-25,Electronics,Laptop Stand,2.0,3961.57,7923.14,Central,Yash Singh,Amazon Pay
AMZ101188,2024-05-27,Clothing,Winter Hoodie,4.0,1979.88,7919.52,west,Vikram Kapoor,Amazon Pay
AMZ103388,2023-03-02,Toys & Games,Puzzle 1000pc,8.0,1063.28,8506.24,West,Manoj Joshi,UPI
AMZ103181,2023-02-11,Furniture,Office Chair,8.0,8870.81,70966.48,west,Priya Rao,Net Banking
AMZ105473,2023-10-01,Toys & Games,Soft Toy,2.0,1749.69,3499.38,central,Shreya Menon,Cash on Delivery
AMZ104109,2024-05-18,Books,Biography,8.0,571.43,4571.44,SOUTH,Rohan Nair,Net Banking
AMZ103059,2023-01-26,Office Products,Notebook Pack,10.0,761.08,7610.8,CENTRAL ,Lakshmi Agarwal,Debit Card
AMZ102723,2024-07-08,Clothing,Men's T-Shirt,1.0,1506.78,1506.78,West,Ananya Bose,Cash on Delivery
AMZ102365,2023-02-09,Home & Kitchen,Air Fryer,1.0,3294.65,3294.65,CENTRAL ,Meera Reddy,Amazon Pay
AMZ102627,2023-05-06,Books,Fiction Novel,4.0,493.03,1972.12,West,Sneha Joshi,Cash on Delivery
AMZ104563,2023-10-23,Sports & Fitness,Resistance Bands,7.0,1176.84,8237.88, West,Karthik Verma,Cash on Delivery
AMZ104260,2023-08-12,Furniture,Study Table,-7.0,12651.07,88557.49,West,Tanvi Malhotra,Amazon Pay
AMZ102504,2023-04-30,Beauty & Personal Care,Hair Dryer,7.0,1248.56,8739.92,Central,Zoya Singh,Net Banking
AMZ101707,2024-08-13,Books,Biography,8.0,424.81,3398.48,west,Rahul Bose,Debit Card
AMZ102508,2023-02-07,Electronics,Power Bank,8.0,3596.75,28774.0,central,Vivek Verma,Cash on Delivery
AMZ104288,2023-03-16,Toys & Games,Building Blocks Set,8.0,1768.94,14151.52, West,Arjun Menon,UPI
AMZ103902,2024-07-12,Electronics,Mechanical Keyboard,7.0,4201.88,29413.16,west,Meera Agarwal,Net Banking
AMZ103893,2024-03-05,Electronics,Wireless Earbuds,5.0,1122.77,5613.85,south,Manoj Bose,UPI
AMZ103020,2023-05-16,Beauty & Personal Care,Hair Dryer,3.0,1244.95,3734.85, West,Deepak Kumar,Cash on Delivery
AMZ100220,2024-05-11,Clothing,Formal Shirt,8.0,1062.08,8496.64,central,Priya Malhotra,Cash on Delivery
AMZ105642,2024-01-17,Grocery & Gourmet,Honey 500g,7.0,859.1,6013.7,central,Pooja Nair,Net Banking
AMZ100182,2023-05-06,Sports & Fitness,Skipping Rope,4.0,3466.92,13867.68, West,Arjun Joshi,Cash on Delivery
AMZ101570,2024-12-18,Beauty & Personal Care,Perfume 100ml,2.0,579.43,1158.86,CENTRAL ,Suresh Sharma,Net Banking
AMZ104519,2024-10-13,Grocery & Gourmet,Almonds 500g,4.0,363.3,1453.2,South,Pooja Reddy,Credit Card
AMZ101666,2023-02-11,Furniture,Bedside Table,10.0,5073.0,50730.0,SOUTH,Aditya Singh,Amazon Pay
AMZ105186,2024-10-09,Toys & Games,Soft Toy,1.0,636.38,636.38,Central,Aditya Gupta,Amazon Pay
AMZ104959,2024-07-19,Books,Biography,3.0,309.64,928.92,central,Manoj Bose,Net Banking
AMZ105006,2023-04-06,Grocery & Gourmet,Honey 500g,1.0,862.66,862.66,East,Tanvi Iyer,Amazon Pay
AMZ102779,2023-10-01,Beauty & Personal Care,Face Serum,4.0,1804.59,7218.36,east,Isha Nair,Cash on Delivery
AMZ104886,2023-03-01,Electronics,Power Bank,8.0,2229.03,17832.24, West,Pooja Gupta,Debit Card
AMZ104439,2023-02-09,Clothing,Formal Shirt,10.0,1753.55,17535.5,North,Ananya Iyer,Credit Card
AMZ105431,2024-05-10,Books,Cookbook,8.0,578.17,4625.36,South,Karthik Verma,Cash on Delivery
AMZ102510,2023-07-18,Books,Children's Story Book,6.0,845.22,5071.32,east,,UPI
AMZ101730,2023-03-26,Beauty & Personal Care,Hair Dryer,6.0,409.34,2456.04,East,Pooja Malhotra,Credit Card
AMZ104022,2023-10-14,Toys & Games,Building Blocks Set,5.0,1920.12,9600.6,central,Isha Verma,Net Banking
AMZ103350,2024-03-12,Electronics,Wireless Earbuds,4.0,4060.86,16243.44,west,Ritu Agarwal,UPI
AMZ103741,2024-06-11,Office Products,Desk Organizer,2.0,169.14,338.28,west,Shreya Sharma,Debit Card
AMZ101685,2023-03-20,Electronics,Smart Watch,8.0,2171.7,17373.6,east,Farhan Rao,Net Banking
AMZ102685,2024-06-16,Toys & Games,Board Game,1.0,1181.32,1181.32,west,Shreya Bhatt,Credit Card
AMZ102951,2023-12-02,Beauty & Personal Care,Trimmer,5.0,587.31,2936.55,South,Ananya Nair,Cash on Delivery
AMZ104199,2023-07-24,Toys & Games,Building Blocks Set,5.0,1136.72,5683.6,North,Meera Iyer,Amazon Pay
AMZ100885,2024-02-22,Furniture,Study Table,5.0,8312.91,41564.55,Central,Sneha Kumar,UPI
AMZ104662,2024-09-24,Toys & Games,Soft Toy,9.0,364.12,3277.08,South ,Divya Joshi,Credit Card
AMZ101557,2024-06-23,Clothing,Men's T-Shirt,2.0,1493.35,2986.7,West,Kavya Nair,UPI
AMZ103605,2023-04-06,Books,Cookbook,10.0,243.01,2430.1, North,Imran Malhotra,Net Banking
AMZ105077,2024-10-29,Electronics,Action Camera,9.0,5665.19,50986.71,South,Divya Reddy,Cash on Delivery
AMZ105616,2024-08-04,Clothing,Men's T-Shirt,6.0,1849.1,11094.6,West,Ananya Pillai,UPI
AMZ102626,2024-06-28,Toys & Games,Puzzle 1000pc,4.0,345.98,1383.92, West,Kavya Bhatt,UPI
AMZ103458,2023-01-11,Clothing,Formal Shirt,6.0,722.0,4332.0,east,Shreya Reddy,UPI
AMZ104347,2023-06-19,Grocery & Gourmet,Honey 500g,10.0,538.5,5385.0,NORTH,Deepak Bhatt,Amazon Pay
AMZ100803,2024-01-24,Toys & Games,Puzzle 1000pc,5.0,536.71,2683.55, West,Tanvi Bose,UPI
AMZ103504,2023-05-11,Books,Fiction Novel,10.0,426.86,4268.6,South,Anusha Kumar,Credit Card
AMZ103404,2023-07-06,Office Products,Gel Pens Set,8.0,187.26,1498.08,Central,Anusha Agarwal,Amazon Pay
AMZ104624,2024-05-08,Toys & Games,Puzzle 1000pc,7.0,1961.56,13730.92,south,Anusha Sharma,Amazon Pay
AMZ100699,2023-09-24,Furniture,Office Chair,8.0,7579.21,60633.68,CENTRAL ,Divya Gupta,Credit Card
AMZ103993,2024-10-11,Books,Cookbook,5.0,792.14,3960.7,central,Priya Bhatt,Cash on Delivery
AMZ104216,2023-08-27,Home & Kitchen,Electric Kettle,4.0,1878.08,7512.32,West,Zoya Verma,Debit Card
AMZ104247,2024-07-24,Office Products,Stapler,6.0,609.37,3656.22,west,Deepak Singh,Debit Card
AMZ104267,2024-03-02,Furniture,Bedside Table,1.0,2615.59,2615.59,north,Ananya Gupta,Net Banking
AMZ100747,2024-09-09,Beauty & Personal Care,Sunscreen SPF50,7.0,1560.22,10921.54, West,Meera Verma,Debit Card
AMZ100722,2024-04-28,Sports & Fitness,Skipping Rope,3.0,1930.34,5791.02, West,Sneha Pillai,Debit Card
AMZ105306,2023-04-11,Grocery & Gourmet,Almonds 500g,6.0,480.16,2880.96,,Farhan Chatterjee,Cash on Delivery
AMZ103760,2024-05-24,Clothing,Winter Hoodie,10.0,1299.6,12996.0,East,Vivek Pillai,Amazon Pay
AMZ102322,2024-02-02,Books,Children's Story Book,3.0,188.31,564.93,east,Ananya Kapoor,Cash on Delivery
AMZ101816,2024-05-23,Electronics,USB-C Cable,7.0,5587.68,39113.76,west,Suresh Verma,Amazon Pay
AMZ104679,2023-05-24,Electronics,Bluetooth Speaker,4.0,742.63,2970.52,East,Deepak Gupta,Amazon Pay
AMZ103380,2023-05-31,Furniture,Office Chair,6.0,4945.54,29673.24, North,Pooja Chatterjee,Debit Card
AMZ103035,2024-02-02,Sports & Fitness,Resistance Bands,7.0,586.99,4108.93, West,Isha Pillai,Credit Card
AMZ104564,2023-02-16,Clothing,Yoga Pants,7.0,1709.06,11963.42,east,Suresh Nair,Net Banking
AMZ100916,2023-08-31,Electronics,Wireless Earbuds,6.0,2258.91,13553.46,Central,Rahul Pillai,UPI
AMZ104218,2023-01-25,Office Products,Printer Paper A4,10.0,312.69,3126.9,West,Neha Joshi,UPI
AMZ103941,2024-06-29,Sports & Fitness,Skipping Rope,1.0,1672.24,1672.24,South,Pooja Iyer,Cash on Delivery
AMZ100836,2024-06-14,Sports & Fitness,Skipping Rope,1.0,833.68,833.68,east,Lakshmi Singh,Net Banking
AMZ104699,2023-11-21,Sports & Fitness,Skipping Rope,2.0,3274.32,6548.64,south,Pooja Bhatt,UPI
AMZ103022,2024-03-27,Beauty & Personal Care,Lipstick Set,9.0,1756.89,15812.01,west,Vivek Singh,Cash on Delivery
AMZ101487,2024-03-21,Toys & Games,Remote Control Car,6.0,1750.46,10502.76,north,Manoj Kumar,Credit Card
AMZ104580,2024-02-02,Electronics,Portable SSD,3.0,5395.31,16185.93,West,Kavya Agarwal,Net Banking
AMZ101459,2024-12-23,Books,Fiction Novel,5.0,725.29,3626.45,south,Vivek Iyer,Debit Card
AMZ101257,2024-05-06,Books,Cookbook,7.0,314.29,2200.03,South ,,Amazon Pay
AMZ100268,2024-08-22,Books,Fiction Novel,6.0,276.26,1657.56,South ,Ritu Malhotra,Net Banking
AMZ103791,2024-09-30,Home & Kitchen,Electric Kettle,1.0,3793.94,3793.94,EAST,Ritu Bose,Net Banking
AMZ104684,2023-02-02,Toys & Games,Board Game,1.0,611.63,611.63,EAST,Aditya Chatterjee,Debit Card
AMZ102997,2024-11-25,Office Products,Printer Paper A4,6.0,853.65,5121.9,West,Shreya Bhatt,Net Banking
AMZ101122,2024-06-23,Grocery & Gourmet,Almonds 500g,1.0,582.31,582.31,EAST,Meera Pillai,UPI
AMZ101144,2023-07-22,Beauty & Personal Care,Face Wash,4.0,709.8,2839.2,EAST,Pooja Bhatt,Cash on Delivery
AMZ102953,2024-01-05,Home & Kitchen,Bed Sheet Set,4.0,4309.77,17239.08,Central,Manoj Reddy,Cash on Delivery
AMZ100015,2024-11-05,Sports & Fitness,Badminton Racket,4.0,697.04,2788.16,West,Arjun Nair,Debit Card
AMZ103536,2024-03-03,Office Products,Notebook Pack,7.0,286.19,2003.33,CENTRAL ,Aditya Kapoor,Net Banking
AMZ102848,2024-11-19,Toys & Games,Building Blocks Set,7.0,938.52,6569.64,South ,Rohan Nair,Amazon Pay
AMZ103970,2024-03-07,Toys & Games,Soft Toy,7.0,525.11,3675.77, North,Ananya Sharma,Amazon Pay
AMZ105491,2024-06-01,Furniture,Study Table,7.0,2454.27,17179.89,West,,UPI
AMZ104492,2023-04-21,Beauty & Personal Care,Sunscreen SPF50,5.0,1458.51,7292.55,East,Tanvi Sharma,Net Banking
AMZ101259,2024-07-27,Electronics,Power Bank,7.0,3027.66,21193.62,North,Tanvi Malhotra,Cash on Delivery
AMZ100104,2023-05-16,Office Products,Whiteboard Marker Set,7.0,799.31,5595.17,west,Yash Pillai,Net Banking
AMZ100734,2024-12-14,Toys & Games,Building Blocks Set,1.0,405.0,405.0,South ,Nikhil Iyer,Net Banking
AMZ101673,2023-03-09,Beauty & Personal Care,Hair Dryer,-8.0,1812.48,14499.84,South,Kavya Bhatt,UPI
AMZ103385,2023-12-27,Books,Cookbook,1.0,583.14,583.14,SOUTH,Rahul Nair,Debit Card
AMZ100425,2024-03-29,Home & Kitchen,Blender,1.0,2248.05,2248.05, North,Deepak Menon,Amazon Pay
AMZ100991,2024-11-28,Furniture,Bean Bag,5.0,2921.35,14606.75,east,Karthik Singh,Credit Card
AMZ102717,2023-11-27,Books,Children's Story Book,,201.97,, West,Meera Pillai,Cash on Delivery
AMZ105212,2024-11-23,Books,Cookbook,3.0,508.12,1524.36,South ,Lakshmi Kumar,Net Banking
AMZ104409,2024-10-31,Beauty & Personal Care,Perfume 100ml,3.0,965.11,2895.33, North,Nikhil Gupta,Amazon Pay
AMZ104746,2024-01-16,Furniture,Bean Bag,6.0,1900.19,11401.14,West,Meera Menon,Net Banking
AMZ102307,2024-02-25,Office Products,Gel Pens Set,8.0,247.1,1976.8,Central,Vikram Nair,
AMZ105505,2023-02-06,Clothing,Running Shoes,6.0,2306.58,13839.48,SOUTH,Vikram Pillai,Cash on Delivery
AMZ104514,2023-09-11,Beauty & Personal Care,Perfume 100ml,9.0,1816.26,16346.34,CENTRAL ,Suresh Patel,Credit Card
AMZ105706,2024-03-13,Grocery & Gourmet,Instant Coffee Jar,10.0,517.58,5175.8, West,Karthik Pillai,UPI
AMZ105205,2023-04-24,Furniture,Office Chair,6.0,12674.98,76049.88,North,Vivek Bose,Credit Card
AMZ102425,2023-04-24,Toys & Games,Building Blocks Set,9.0,808.2,7273.8,north,Meera Nair,Amazon Pay
AMZ101672,2023-11-25,Home & Kitchen,Bed Sheet Set,3.0,377.85,1133.55,Central,Kavya Iyer,Credit Card
AMZ103063,2023-08-11,Sports & Fitness,Skipping Rope,5.0,3238.11,16190.55,NORTH,Yash Bhatt,Cash on Delivery
AMZ104816,2024-09-16,Beauty & Personal Care,Face Serum,7.0,1839.08,12873.56,NORTH,Kavya Chatterjee,Credit Card
AMZ101019,2023-03-12,Sports & Fitness,Badminton Racket,10.0,3333.99,33339.9,north,Karthik Joshi,UPI
AMZ101870,2023-03-19,Beauty & Personal Care,Face Wash,9.0,804.82,7243.38,central,Lakshmi Chatterjee,Amazon Pay
AMZ100810,2023-07-27,Toys & Games,Remote Control Car,2.0,1345.49,2690.98, North,Rohan Das,Net Banking
AMZ103111,2023-03-17,Office Products,Gel Pens Set,4.0,714.29,2857.16,South ,Ritu Menon,Amazon Pay
AMZ100848,2024-12-13,Electronics,Portable SSD,8.0,5744.45,45955.6,north,Zoya Patel,Net Banking
AMZ101148,2024-04-25,Electronics,Action Camera,4.0,1333.44,5333.76,East,Ananya Das,Net Banking
AMZ102460,2023-11-19,Sports & Fitness,Skipping Rope,1.0,1418.51,1418.51,south,Isha Iyer,Net Banking
AMZ103531,2024-03-21,Furniture,Study Table,5.0,10624.61,53123.05,east,Manoj Patel,UPI
AMZ104391,2024-06-08,Home & Kitchen,Bed Sheet Set,6.0,2271.61,13629.66,south,Pooja Bose,Amazon Pay
AMZ103233,2023-03-26,Beauty & Personal Care,Sunscreen SPF50,3.0,1500.75,4502.25,East,Ananya Kumar,Cash on Delivery
AMZ104266,2024-03-29,Furniture,Office Chair,5.0,7957.39,39786.95,North,Tanvi Patel,UPI
AMZ101600,2023-03-20,Beauty & Personal Care,Hair Dryer,3.0,176.62,529.86,south,Zoya Patel,Debit Card
AMZ103905,2023-10-26,Home & Kitchen,Storage Containers,8.0,3751.13,30009.04, North,Farhan Verma,Net Banking
AMZ102157,2024-05-18,Furniture,Office Chair,3.0,3668.36,11005.08,West,Yash Verma,Debit Card
AMZ103534,2024-05-28,Electronics,Mechanical Keyboard,8.0,2309.76,18478.08,Central,Meera Gupta,Cash on Delivery
AMZ102103,2024-05-14,Office Products,Whiteboard Marker Set,3.0,250.66,751.98,west,Neha Verma,Amazon Pay
AMZ105791,2024-02-01,Toys & Games,Puzzle 1000pc,3.0,443.02,1329.06,South ,Pooja Reddy,Cash on Delivery
AMZ101565,2024-10-18,Grocery & Gourmet,Cooking Oil 1L,6.0,458.79,2752.74,north,Sneha Bhatt,Debit Card
AMZ104585,2024-09-24,Office Products,Stapler,3.0,650.48,1951.44,EAST,Aditya Kumar,Net Banking
AMZ100263,2023-12-22,Home & Kitchen,Non-Stick Pan Set,4.0,4768.07,19072.28, West,Aditya Iyer,UPI
AMZ104856,2023-08-12,Furniture,Bean Bag,7.0,3591.7,25141.9,East,Sneha Iyer,Amazon Pay
AMZ101336,2023-10-14,Sports & Fitness,Yoga Mat,2.0,2175.03,4350.06,CENTRAL ,Pooja Das,Credit Card
AMZ101857,2023-12-23,Sports & Fitness,Dumbbell Set,1.0,1166.32,1166.32,CENTRAL ,Ananya Das,Amazon Pay
AMZ104599,2024-11-26,Clothing,Men's T-Shirt,3.0,1454.57,4363.71,North,Pooja Malhotra,Debit Card
AMZ102850,2024-06-03,Toys & Games,Building Blocks Set,5.0,516.91,2584.55,central,Meera Gupta,UPI
AMZ101731,2024-05-17,Toys & Games,Board Game,6.0,1906.97,11441.82,south,Aditya Bose,Cash on Delivery
AMZ104634,2023-05-02,Grocery & Gourmet,Cooking Oil 1L,10.0,779.06,7790.6,CENTRAL ,Arjun Reddy,Cash on Delivery
AMZ103924,2024-05-21,Sports & Fitness,Dumbbell Set,-9.0,869.95,7829.55, West,Vivek Bose,Debit Card
AMZ101662,2024-04-25,Electronics,Wireless Earbuds,7.0,4066.13,28462.91, North,Imran Patel,Net Banking
AMZ102057,2023-07-13,Clothing,Running Shoes,6.0,606.44,3638.64,EAST,Karthik Kumar,Credit Card
AMZ104107,2024-08-21,Books,Programming Guide,3.0,233.67,701.01, North,Karthik Singh,Debit Card
AMZ104117,2024-11-10,Grocery & Gourmet,Cooking Oil 1L,9.0,754.09,6786.81,East,Yash Bhatt,UPI
AMZ102141,2024-11-14,Toys & Games,Remote Control Car,6.0,1496.97,8981.82,Central,Manoj Joshi,Amazon Pay
AMZ105680,2023-10-05,Toys & Games,Puzzle 1000pc,4.0,1604.15,6416.6,north,Shreya Verma,Cash on Delivery
AMZ105151,2024-05-05,Sports & Fitness,Skipping Rope,1.0,1886.88,1886.88,central,Pooja Kapoor,Credit Card
AMZ103255,2024-12-27,Furniture,Bedside Table,9.0,1226.32,11036.88,south,Nikhil Patel,Credit Card
AMZ104527,2023-08-14,Toys & Games,Soft Toy,10.0,1183.82,11838.2,south,Pooja Kapoor,Net Banking
AMZ104496,2024-10-20,Grocery & Gourmet,Cooking Oil 1L,3.0,387.55,1162.65,south,Lakshmi Kumar,Cash on Delivery
AMZ105456,2024-06-02,Office Products,Notebook Pack,5.0,596.52,2982.6,West,Lakshmi Malhotra,Cash on Delivery
AMZ101468,2023-08-17,Electronics,Smart Watch,2.0,5938.4,11876.8,EAST,Rohan Patel,Debit Card
AMZ102006,2023-04-12,Sports & Fitness,Badminton Racket,2.0,1211.94,2423.88,CENTRAL ,Priya Verma,Net Banking
AMZ102971,2024-04-28,Home & Kitchen,LED Desk Lamp,8.0,3167.41,25339.28,south,Nikhil Bhatt,Debit Card
AMZ103335,2023-11-11,Beauty & Personal Care,Sunscreen SPF50,6.0,1741.55,10449.3,SOUTH,,Net Banking
AMZ100224,2024-08-14,Beauty & Personal Care,Sunscreen SPF50,4.0,319.55,1278.2,SOUTH,Farhan Das,UPI
AMZ102439,2023-12-01,Books,Self-Help Book,1.0,713.68,713.68, West,Deepak Malhotra,Net Banking
AMZ102179,2023-02-11,Office Products,Printer Paper A4,6.0,207.2,1243.2,CENTRAL ,Tanvi Malhotra,Debit Card
AMZ103327,2023-12-03,Books,Biography,8.0,482.25,3858.0,SOUTH,Vivek Agarwal,Cash on Delivery
AMZ103046,2024-07-19,Clothing,Casual Sneakers,3.0,554.67,1664.01,North,Sanjay Nair,Amazon Pay
AMZ101544,2024-11-21,Office Products,Notebook Pack,10.0,723.9,7239.0,SOUTH,Divya Agarwal,Cash on Delivery
AMZ100376,2024-11-06,Sports & Fitness,Skipping Rope,4.0,1267.64,5070.56, West,Tanvi Sharma,Credit Card
AMZ105727,2023-02-12,Home & Kitchen,LED Desk Lamp,6.0,3148.82,18892.92,South ,Deepak Singh,Net Banking
AMZ101248,2024-02-19,Furniture,Study Table,6.0,12293.93,73763.58,North,Kavya Nair,Credit Card
AMZ100829,2023-09-19,Books,Programming Guide,5.0,710.9,3554.5, West,Deepak Malhotra,UPI
AMZ100646,2024-06-17,Toys & Games,Remote Control Car,8.0,1680.25,13442.0, West,Kavya Menon,Debit Card
AMZ100462,2024-01-08,Books,Programming Guide,9.0,745.94,6713.46, West,Rahul Bose,Net Banking
AMZ105444,2023-11-15,Grocery & Gourmet,Instant Coffee Jar,2.0,137.23,274.46,east,Imran Menon,Credit Card
AMZ104829,2023-03-24,Home & Kitchen,Electric Kettle,8.0,2954.21,23633.68,North,Tanvi Pillai,Net Banking
AMZ101420,2024-03-13,Furniture,Office Chair,4.0,9252.89,37011.56,south,Suresh Singh,Debit Card
AMZ102072,2024-02-25,Toys & Games,Building Blocks Set,1.0,1045.27,1045.27,west,Kavya Iyer,Cash on Delivery
AMZ103974,2023-02-06,Sports & Fitness,Resistance Bands,1.0,2160.07,2160.07,Central,Aditya Pillai,Credit Card
AMZ105385,2023-10-30,Books,Self-Help Book,2.0,462.03,924.06,West,Anusha Patel,Cash on Delivery
AMZ100029,2024-02-10,Home & Kitchen,LED Desk Lamp,8.0,4477.35,35818.8,South ,Suresh Kumar,Credit Card
AMZ103878,2023-06-18,Toys & Games,Building Blocks Set,6.0,354.78,2128.68,Central,Vikram Nair,Credit Card
AMZ104713,2023-08-06,Beauty & Personal Care,Sunscreen SPF50,3.0,205.56,616.68,west,Kavya Das,Net Banking
AMZ101159,2023-10-04,Sports & Fitness,Skipping Rope,1.0,1417.91,1417.91,east,Ritu Bose,Net Banking
AMZ103125,2024-06-17,Beauty & Personal Care,Lipstick Set,9.0,211.95,1907.55,West,Kavya Pillai,Amazon Pay
AMZ105429,2024-02-04,Sports & Fitness,Skipping Rope,1.0,1806.69,1806.69,EAST,Vikram Gupta,Amazon Pay
AMZ102122,2023-10-24,Electronics,USB-C Cable,9.0,4441.73,39975.57,west,Karthik Das,Amazon Pay
AMZ101706,2023-09-27,Sports & Fitness,Yoga Mat,4.0,2116.34,8465.36,EAST,Kavya Chatterjee,Cash on Delivery
AMZ101788,2023-12-20,Beauty & Personal Care,Face Serum,8.0,799.51,6396.08,East,Neha Kapoor,Debit Card
AMZ103943,2023-05-10,Electronics,Bluetooth Speaker,7.0,2662.24,18635.68, North,Suresh Iyer,Debit Card
AMZ101588,2023-09-23,Grocery & Gourmet,Green Tea Pack,5.0,490.68,2453.4,,Pooja Bose,Amazon Pay
AMZ104961,2024-11-17,Home & Kitchen,Storage Containers,3.0,3472.12,10416.36, West,Shreya Nair,Credit Card
AMZ102491,2024-06-20,Sports & Fitness,Cricket Bat,5.0,1527.78,7638.9,north,Suresh Nair,Amazon Pay
AMZ101603,2024-03-31,Sports & Fitness,Cricket Bat,6.0,1964.88,11789.28,central,Priya Malhotra,Net Banking
AMZ102563,2024-02-11,Home & Kitchen,Vacuum Cleaner,2.0,3496.52,6993.04,South ,Arjun Chatterjee,Amazon Pay
AMZ104085,2023-05-05,Clothing,Winter Hoodie,6.0,694.37,4166.22,Central,Arjun Menon,Credit Card
